target,cohort,lane,scale,split_view,seed,model,rows,baseline_r2,baseline_mae,target_permutation_r2_mean,r2_minus_null
shear_modulus,maximum_coverage,causal_common,full,reduced_composition_group,23,ridge,13028,-0.0004121559017642,25154190000.178787,-0.0005210393599684,0.0001088834582042
shear_modulus,maximum_coverage,causal_common,full,reduced_composition_group,23,random_forest,13028,-0.0036319128799637,24966437322.431057,-0.0044898517590154,0.0008579388790516
shear_modulus,maximum_coverage,causal_common,full,reduced_composition_group,23,extra_trees,13028,-0.0005771673937524,24252330933.04435,-0.0020142398706461,0.0014370724768937
shear_modulus,maximum_coverage,causal_common,full,reduced_composition_group,23,hist_gradient_boosting,13028,-0.0003795286796703,23489053937.15094,-0.0004539638927849,7.443521311458016e-05
shear_modulus,maximum_coverage,causal_common,full,reduced_composition_group,37,ridge,13028,-357.9240560497085,10695685475.316254,-494.1405925600346,136.21653651032608
shear_modulus,maximum_coverage,causal_common,full,reduced_composition_group,37,random_forest,13028,-600861.2795013353,25959900712.934097,-111807.50417227292,-489053.7753290624
shear_modulus,maximum_coverage,causal_common,full,reduced_composition_group,37,extra_trees,13028,-20375.651788988187,7953217999.148706,-35699.51561829458,15323.863829306392
shear_modulus,maximum_coverage,causal_common,full,reduced_composition_group,37,hist_gradient_boosting,13028,-4580.970689222616,7032670571.670866,-1664.2254924570657,-2916.74519676555
shear_modulus,maximum_coverage,causal_common,full,chemical_system_group,11,ridge,13028,-0.0049757198973428,16792585283.622429,-0.0070506000268728,0.00207488012953
shear_modulus,maximum_coverage,causal_common,full,chemical_system_group,11,random_forest,13028,-2.9712945253453538,22182779390.93541,-0.7190033590816273,-2.2522911662637264
shear_modulus,maximum_coverage,causal_common,full,chemical_system_group,11,extra_trees,13028,-0.0388815686982075,9992644393.652224,-0.2005920296578986,0.161710460959691
shear_modulus,maximum_coverage,causal_common,full,chemical_system_group,11,hist_gradient_boosting,13028,-0.032155631548514,12318595299.757471,-0.0172007468966781,-0.0149548846518359
shear_modulus,maximum_coverage,causal_common,full,chemical_system_group,23,ridge,13028,-0.0047538251567473,16387208020.844936,-0.0054989293211944,0.000745104164447
shear_modulus,maximum_coverage,causal_common,full,chemical_system_group,23,random_forest,13028,-3.301817512745438,22219394825.50587,-1.2309634937687297,-2.0708540189767084
shear_modulus,maximum_coverage,causal_common,full,chemical_system_group,23,extra_trees,13028,-1.6050583387129334,19551304190.74249,-0.486136438457493,-1.1189219002554402
